Date,Country,Name,Value
2020-09-01,Seychelles,Chemical Products,15345
2020-10-01,Seychelles,Chemical Products,7528
2020-11-01,Seychelles,Chemical Products,47067
2020-12-01,Seychelles,Chemical Products,5231
2021-01-01,Seychelles,Chemical Products,2
2021-02-01,Seychelles,Chemical Products,8734
2021-03-01,Seychelles,Chemical Products,4959
2021-04-01,Seychelles,Chemical Products,33406.5
2021-05-01,Seychelles,Chemical Products,61854
2021-06-01,Seychelles,Chemical Products,9617
2021-07-01,Seychelles,Chemical Products,20223
2021-08-01,Seychelles,Chemical Products,13190
2021-09-01,Seychelles,Chemical Products,6199
2021-10-01,Seychelles,Chemical Products,7914
2021-11-01,Seychelles,Chemical Products,45660
2021-12-01,Seychelles,Chemical Products,2674
2022-01-01,Seychelles,Chemical Products,6076
2022-02-01,Seychelles,Chemical Products,1529
2022-03-01,Seychelles,Chemical Products,32823
2022-04-01,Seychelles,Chemical Products,1187
2022-05-01,Seychelles,Chemical Products,16576.5
2022-06-01,Seychelles,Chemical Products,31966
2022-07-01,Seychelles,Chemical Products,14422
2022-08-01,Seychelles,Chemical Products,29056
2022-09-01,Seychelles,Chemical Products,44421
2022-10-01,Seychelles,Chemical Products,34616.5
2022-11-01,Seychelles,Chemical Products,24812
2022-12-01,Seychelles,Chemical Products,8462
2023-01-01,Seychelles,Chemical Products,39833
2023-02-01,Seychelles,Chemical Products,29198
2023-03-01,Seychelles,Chemical Products,7739
2023-04-01,Seychelles,Chemical Products,21599
2023-05-01,Seychelles,Chemical Products,60842
2023-06-01,Seychelles,Chemical Products,41767
2023-07-01,Seychelles,Chemical Products,33651
2023-08-01,Seychelles,Chemical Products,12256
2023-09-01,Seychelles,Chemical Products,18281
2023-10-01,Seychelles,Chemical Products,10552
2023-11-01,Seychelles,Chemical Products,2405
2023-12-01,Seychelles,Chemical Products,22852
2024-01-01,Seychelles,Chemical Products,47822
2024-02-01,Seychelles,Chemical Products,51009.5
2024-03-01,Seychelles,Chemical Products,54197
2024-04-01,Seychelles,Chemical Products,3379
2024-05-01,Seychelles,Chemical Products,7904
2024-06-01,Seychelles,Chemical Products,4347
2024-07-01,Seychelles,Chemical Products,27492
2024-08-01,Seychelles,Chemical Products,9750
2024-09-01,Seychelles,Chemical Products,37255
2024-10-01,Seychelles,Chemical Products,3493
2024-11-01,Seychelles,Chemical Products,12391
2024-12-01,Seychelles,Chemical Products,46380
2020-01-01,Seychelles,Electrical & Electronic Products,47245
2020-02-01,Seychelles,Electrical & Electronic Products,40782
2020-03-01,Seychelles,Electrical & Electronic Products,2382
2020-04-01,Seychelles,Electrical & Electronic Products,11851
2020-05-01,Seychelles,Electrical & Electronic Products,572
2020-06-01,Seychelles,Electrical & Electronic Products,20643
2020-07-01,Seychelles,Electrical & Electronic Products,40714
2020-08-01,Seychelles,Electrical & Electronic Products,9994
2020-09-01,Seychelles,Electrical & Electronic Products,7132
2020-10-01,Seychelles,Electrical & Electronic Products,4270
2020-11-01,Seychelles,Electrical & Electronic Products,15431
2020-12-01,Seychelles,Electrical & Electronic Products,11128.5
2021-01-01,Seychelles,Electrical & Electronic Products,6826
2021-02-01,Seychelles,Electrical & Electronic Products,910
2021-03-01,Seychelles,Electrical & Electronic Products,22564
2021-04-01,Seychelles,Electrical & Electronic Products,11283.5
2021-05-01,Seychelles,Electrical & Electronic Products,3
2021-06-01,Seychelles,Electrical & Electronic Products,72397
2021-07-01,Seychelles,Electrical & Electronic Products,334
2021-08-01,Seychelles,Electrical & Electronic Products,139427
2021-09-01,Seychelles,Electrical & Electronic Products,56508
2021-10-01,Seychelles,Electrical & Electronic Products,37818.33333
2021-11-01,Seychelles,Electrical & Electronic Products,19128.66667
2021-12-01,Seychelles,Electrical & Electronic Products,439
2022-01-01,Seychelles,Electrical & Electronic Products,26808
2022-02-01,Seychelles,Electrical & Electronic Products,53177
2022-03-01,Seychelles,Electrical & Electronic Products,110563
2022-04-01,Seychelles,Electrical & Electronic Products,171509
2022-05-01,Seychelles,Electrical & Electronic Products,345388
2022-06-01,Seychelles,Electrical & Electronic Products,66670
2022-07-01,Seychelles,Electrical & Electronic Products,58273
2022-08-01,Seychelles,Electrical & Electronic Products,46229
2022-09-01,Seychelles,Electrical & Electronic Products,89530
2022-10-01,Seychelles,Electrical & Electronic Products,76718.5
2022-11-01,Seychelles,Electrical & Electronic Products,63907
2022-12-01,Seychelles,Electrical & Electronic Products,227
2023-01-01,Seychelles,Electrical & Electronic Products,23856
2023-02-01,Seychelles,Electrical & Electronic Products,195729
2023-03-01,Seychelles,Electrical & Electronic Products,184000
2023-04-01,Seychelles,Electrical & Electronic Products,110554
2023-05-01,Seychelles,Electrical & Electronic Products,276298
2023-06-01,Seychelles,Electrical & Electronic Products,284853
2023-07-01,Seychelles,Electrical & Electronic Products,54026
2023-08-01,Seychelles,Electrical & Electronic Products,21049
2023-09-01,Seychelles,Electrical & Electronic Products,126276
2023-10-01,Seychelles,Electrical & Electronic Products,47665
2023-11-01,Seychelles,Electrical & Electronic Products,81621
2023-12-01,Seychelles,Electrical & Electronic Products,104885
2024-01-01,Seychelles,Electrical & Electronic Products,5906
2024-02-01,Seychelles,Electrical & Electronic Products,43108
2024-03-01,Seychelles,Electrical & Electronic Products,135036
2024-04-01,Seychelles,Electrical & Electronic Products,58997
2024-05-01,Seychelles,Electrical & Electronic Products,10685
2024-06-01,Seychelles,Electrical & Electronic Products,44608
2024-07-01,Seychelles,Electrical & Electronic Products,30458
2024-08-01,Seychelles,Electrical & Electronic Products,54546
2024-09-01,Seychelles,Electrical & Electronic Products,78634
2024-10-01,Seychelles,Electrical & Electronic Products,57090
2024-11-01,Seychelles,Electrical & Electronic Products,32072
2024-12-01,Seychelles,Electrical & Electronic Products,65611
2020-01-01,Seychelles,Other Paper & Paper Products,34789
2020-02-01,Seychelles,Other Paper & Paper Products,11339
2020-03-01,Seychelles,Other Paper & Paper Products,19812
2020-04-01,Seychelles,Other Paper & Paper Products,21765.5
2020-05-01,Seychelles,Other Paper & Paper Products,23719
2020-06-01,Seychelles,Other Paper & Paper Products,8601
2020-07-01,Seychelles,Other Paper & Paper Products,6435
2020-08-01,Seychelles,Other Paper & Paper Products,515
2020-09-01,Seychelles,Other Paper & Paper Products,1415.5
2020-10-01,Seychelles,Other Paper & Paper Products,2316
2020-11-01,Seychelles,Other Paper & Paper Products,17633
2020-12-01,Seychelles,Other Paper & Paper Products,21685
2021-01-01,Seychelles,Other Paper & Paper Products,19991
2021-02-01,Seychelles,Other Paper & Paper Products,18297
2021-03-01,Seychelles,Other Paper & Paper Products,14753
2021-04-01,Seychelles,Other Paper & Paper Products,20857.5
2021-05-01,Seychelles,Other Paper & Paper Products,26962
2021-06-01,Seychelles,Other Paper & Paper Products,52283
2021-07-01,Seychelles,Other Paper & Paper Products,17338
2021-08-01,Seychelles,Other Paper & Paper Products,9062
2021-09-01,Seychelles,Other Paper & Paper Products,786
2021-10-01,Seychelles,Other Paper & Paper Products,4438
2021-11-01,Seychelles,Other Paper & Paper Products,26061
2021-12-01,Seychelles,Other Paper & Paper Products,7781
2022-01-01,Seychelles,Other Paper & Paper Products,34394
2022-02-01,Seychelles,Other Paper & Paper Products,40486
2022-03-01,Seychelles,Other Paper & Paper Products,29828.5
2022-04-01,Seychelles,Other Paper & Paper Products,19171
2022-05-01,Seychelles,Other Paper & Paper Products,28339
2022-06-01,Seychelles,Other Paper & Paper Products,78923
2022-07-01,Seychelles,Other Paper & Paper Products,2058
2022-08-01,Seychelles,Other Paper & Paper Products,287
2022-09-01,Seychelles,Other Paper & Paper Products,55143
2022-10-01,Seychelles,Other Paper & Paper Products,10001
2022-11-01,Seychelles,Other Paper & Paper Products,18775
2022-12-01,Seychelles,Other Paper & Paper Products,3114
2023-01-01,Seychelles,Other Paper & Paper Products,18227
2023-02-01,Seychelles,Other Paper & Paper Products,17567
2023-03-01,Seychelles,Other Paper & Paper Products,24648
2023-04-01,Seychelles,Other Paper & Paper Products,3851
2023-05-01,Seychelles,Other Paper & Paper Products,64310
2023-06-01,Seychelles,Other Paper & Paper Products,60085
2023-07-01,Seychelles,Other Paper & Paper Products,23153
2023-08-01,Seychelles,Other Paper & Paper Products,35157
2023-09-01,Seychelles,Other Paper & Paper Products,25710
2023-10-01,Seychelles,Other Paper & Paper Products,64944
2023-11-01,Seychelles,Other Paper & Paper Products,1575
2023-12-01,Seychelles,Other Paper & Paper Products,60859
2024-01-01,Seychelles,Other Paper & Paper Products,13841
2024-02-01,Seychelles,Other Paper & Paper Products,43396
2024-03-01,Seychelles,Other Paper & Paper Products,23358
2024-04-01,Seychelles,Other Paper & Paper Products,32847
2024-05-01,Seychelles,Other Paper & Paper Products,1689
2024-06-01,Seychelles,Other Paper & Paper Products,29055
2024-07-01,Seychelles,Other Paper & Paper Products,128
2024-08-01,Seychelles,Other Paper & Paper Products,59764
2024-09-01,Seychelles,Other Paper & Paper Products,13248
2024-10-01,Seychelles,Other Paper & Paper Products,81681
2024-11-01,Seychelles,Other Paper & Paper Products,5393
2024-12-01,Seychelles,Other Paper & Paper Products,58303
2020-01-01,Seychelles,Plastic Products,49696
2020-02-01,Seychelles,Plastic Products,52999
2020-03-01,Seychelles,Plastic Products,27250
2020-04-01,Seychelles,Plastic Products,26655
2020-05-01,Seychelles,Plastic Products,26060
2020-06-01,Seychelles,Plastic Products,36405
2020-07-01,Seychelles,Plastic Products,42931
2020-08-01,Seychelles,Plastic Products,60077
2020-09-01,Seychelles,Plastic Products,77223
2020-10-01,Seychelles,Plastic Products,35852
2020-11-01,Seychelles,Plastic Products,20493
2020-12-01,Seychelles,Plastic Products,10769
2021-01-01,Seychelles,Plastic Products,41634.5
2021-02-01,Seychelles,Plastic Products,72500
2021-03-01,Seychelles,Plastic Products,17608
2021-04-01,Seychelles,Plastic Products,16007.5
2021-05-01,Seychelles,Plastic Products,14407
2021-06-01,Seychelles,Plastic Products,85916
2021-07-01,Seychelles,Plastic Products,6214
2021-08-01,Seychelles,Plastic Products,1870
2021-09-01,Seychelles,Plastic Products,27552
2021-10-01,Seychelles,Plastic Products,28439
2021-11-01,Seychelles,Plastic Products,10886
2021-12-01,Seychelles,Plastic Products,2639
2022-01-01,Seychelles,Plastic Products,23680
2022-02-01,Seychelles,Plastic Products,20111
2022-03-01,Seychelles,Plastic Products,20076
2022-04-01,Seychelles,Plastic Products,20041
2022-05-01,Seychelles,Plastic Products,13041
2022-06-01,Seychelles,Plastic Products,81083
2022-07-01,Seychelles,Plastic Products,4365
2022-08-01,Seychelles,Plastic Products,44368
2022-09-01,Seychelles,Plastic Products,21779
2022-10-01,Seychelles,Plastic Products,69361
2022-11-01,Seychelles,Plastic Products,58320
2022-12-01,Seychelles,Plastic Products,1204
2023-01-01,Seychelles,Plastic Products,57594
2023-02-01,Seychelles,Plastic Products,27114
2023-03-01,Seychelles,Plastic Products,49897
2023-04-01,Seychelles,Plastic Products,55908.5
2023-05-01,Seychelles,Plastic Products,61920
2023-06-01,Seychelles,Plastic Products,10091
2023-07-01,Seychelles,Plastic Products,67563
2023-08-01,Seychelles,Plastic Products,31758
2023-09-01,Seychelles,Plastic Products,547
2023-10-01,Seychelles,Plastic Products,55426
2023-11-01,Seychelles,Plastic Products,45547
2023-12-01,Seychelles,Plastic Products,17303
2024-01-01,Seychelles,Plastic Products,34192
2024-02-01,Seychelles,Plastic Products,25755
2024-03-01,Seychelles,Plastic Products,38306
2024-04-01,Seychelles,Plastic Products,43574
2024-05-01,Seychelles,Plastic Products,36825
2024-06-01,Seychelles,Plastic Products,102167
2024-07-01,Seychelles,Plastic Products,28417
2024-08-01,Seychelles,Plastic Products,35321
2024-09-01,Seychelles,Plastic Products,19407
2024-10-01,Seychelles,Plastic Products,59790
2024-11-01,Seychelles,Plastic Products,31215
2024-12-01,Seychelles,Plastic Products,73037
2020-01-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",67312
2020-02-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",84832
2020-03-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",88749
2020-04-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",92666
2020-05-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",62378
2020-06-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",71822
2020-07-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",30176
2020-08-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",72961
2020-09-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",48586
2020-10-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",43501
2020-11-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",38416
2020-12-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",54080.5
2021-01-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",69745
2021-02-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",87583
2021-03-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",72693
2021-04-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",38923
2021-05-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",55089
2021-06-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",60601
2021-07-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",117032
2021-08-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",38478
2021-09-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",76427
2021-10-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",38384
2021-11-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",104762
2021-12-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",73583
2022-01-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",58643
2022-02-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",64247
2022-03-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",59153
2022-04-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",92976
2022-05-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",149161
2022-06-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",43663
2022-07-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",106890
2022-08-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",44091
2022-09-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",151043
2022-10-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",49368
2022-11-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",85509
2022-12-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",64971
2023-01-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",75146
2023-02-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",44702
2023-03-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",118253
2023-04-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",149775
2023-05-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",29474
2023-06-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",146295
2023-07-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",119549
2023-08-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",125504
2023-09-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",75898
2023-10-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",130528
2023-11-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",78586
2023-12-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",26644
2024-01-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",74091.5
2024-02-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",121539
2024-03-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",159054
2024-04-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",99886
2024-05-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",111286
2024-06-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",50208
2024-07-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",70273
2024-08-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",176629
2024-09-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",134573
2024-10-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",49920
2024-11-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",108895
2024-12-01,Sierra Leone,"Sugars, Sugar Confectionery & Bakery Products",167870
2020-01-01,Singapore,Apparel,21881
2020-02-01,Singapore,Apparel,117807
2020-03-01,Singapore,Apparel,59216
2020-04-01,Singapore,Apparel,60085
2020-05-01,Singapore,Apparel,86121
2020-06-01,Singapore,Apparel,50912
2020-07-01,Singapore,Apparel,36720
2020-08-01,Singapore,Apparel,78490
2020-09-01,Singapore,Apparel,64675
2020-10-01,Singapore,Apparel,59382
2020-11-01,Singapore,Apparel,11495
2020-12-01,Singapore,Apparel,39181
2021-01-01,Singapore,Apparel,73124
2021-02-01,Singapore,Apparel,49074
2021-03-01,Singapore,Apparel,157426
2021-04-01,Singapore,Apparel,101190
2021-05-01,Singapore,Apparel,72383
2021-06-01,Singapore,Apparel,229407
2021-07-01,Singapore,Apparel,67231
2021-08-01,Singapore,Apparel,89147
2021-09-01,Singapore,Apparel,81330
2021-10-01,Singapore,Apparel,89146
2021-11-01,Singapore,Apparel,138806
2021-12-01,Singapore,Apparel,67914
2022-01-01,Singapore,Apparel,118330
2022-02-01,Singapore,Apparel,190474
2022-03-01,Singapore,Apparel,39563
2022-04-01,Singapore,Apparel,55434
2022-05-01,Singapore,Apparel,76913
2022-06-01,Singapore,Apparel,70600
2022-07-01,Singapore,Apparel,101466
2022-08-01,Singapore,Apparel,48754
2022-09-01,Singapore,Apparel,104470
2022-10-01,Singapore,Apparel,172965
2022-11-01,Singapore,Apparel,134402
2022-12-01,Singapore,Apparel,94775
2023-01-01,Singapore,Apparel,174690
2023-02-01,Singapore,Apparel,145401
2023-03-01,Singapore,Apparel,64355
2023-04-01,Singapore,Apparel,4020
2023-05-01,Singapore,Apparel,90019
2023-06-01,Singapore,Apparel,80489
2023-07-01,Singapore,Apparel,23974
2023-08-01,Singapore,Apparel,24573
2023-09-01,Singapore,Apparel,140981
2023-10-01,Singapore,Apparel,106398
2023-11-01,Singapore,Apparel,45635
2023-12-01,Singapore,Apparel,254537
2024-01-01,Singapore,Apparel,44298
2024-02-01,Singapore,Apparel,70368
2024-03-01,Singapore,Apparel,16660
2024-04-01,Singapore,Apparel,72661
2024-05-01,Singapore,Apparel,27195
2024-06-01,Singapore,Apparel,65731
2024-07-01,Singapore,Apparel,80926
2024-08-01,Singapore,Apparel,64553
2024-09-01,Singapore,Apparel,64359
2024-10-01,Singapore,Apparel,10104
2024-11-01,Singapore,Apparel,159269
2024-12-01,Singapore,Apparel,51664
2020-01-01,Singapore,Aquatic plants,5860
2020-02-01,Singapore,Aquatic plants,3783
2020-03-01,Singapore,Aquatic plants,3514
2020-04-01,Singapore,Aquatic plants,1007
2020-05-01,Singapore,Aquatic plants,3679
2020-06-01,Singapore,Aquatic plants,6836
2020-07-01,Singapore,Aquatic plants,11220
2020-08-01,Singapore,Aquatic plants,8617
2020-09-01,Singapore,Aquatic plants,13836
2020-10-01,Singapore,Aquatic plants,14855
2020-11-01,Singapore,Aquatic plants,8120
2020-12-01,Singapore,Aquatic plants,38255
2021-01-01,Singapore,Aquatic plants,23312
2021-02-01,Singapore,Aquatic plants,17605
2021-03-01,Singapore,Aquatic plants,21936
2021-04-01,Singapore,Aquatic plants,17233
2021-05-01,Singapore,Aquatic plants,16939
2021-06-01,Singapore,Aquatic plants,15438
2021-07-01,Singapore,Aquatic plants,14059
2021-08-01,Singapore,Aquatic plants,25140
2021-09-01,Singapore,Aquatic plants,3724
2021-10-01,Singapore,Aquatic plants,11385
2021-11-01,Singapore,Aquatic plants,13172
2021-12-01,Singapore,Aquatic plants,11539
2022-01-01,Singapore,Aquatic plants,13124
2022-02-01,Singapore,Aquatic plants,9189.5
2022-03-01,Singapore,Aquatic plants,5255
2022-04-01,Singapore,Aquatic plants,6655
2022-05-01,Singapore,Aquatic plants,8055
2022-06-01,Singapore,Aquatic plants,8121.5
2022-07-01,Singapore,Aquatic plants,8188
2022-08-01,Singapore,Aquatic plants,7190.5
2022-09-01,Singapore,Aquatic plants,6193
2022-10-01,Singapore,Aquatic plants,7712
2022-11-01,Singapore,Aquatic plants,9231
2022-12-01,Singapore,Aquatic plants,6469
2023-01-01,Singapore,Aquatic plants,8095
2023-02-01,Singapore,Aquatic plants,16788
2023-03-01,Singapore,Aquatic plants,7571
2023-04-01,Singapore,Aquatic plants,15675
2023-05-01,Singapore,Aquatic plants,7263
2023-06-01,Singapore,Aquatic plants,7024
2023-07-01,Singapore,Aquatic plants,7021
2023-08-01,Singapore,Aquatic plants,10555
2023-09-01,Singapore,Aquatic plants,6001
2023-10-01,Singapore,Aquatic plants,13936
2023-11-01,Singapore,Aquatic plants,8626
2023-12-01,Singapore,Aquatic plants,8605
2024-01-01,Singapore,Aquatic plants,9608
2024-02-01,Singapore,Aquatic plants,7667
2024-03-01,Singapore,Aquatic plants,14015
2024-04-01,Singapore,Aquatic plants,5574
2024-05-01,Singapore,Aquatic plants,9828
2024-06-01,Singapore,Aquatic plants,13127
2024-07-01,Singapore,Aquatic plants,7208
2024-08-01,Singapore,Aquatic plants,5418
2024-09-01,Singapore,Aquatic plants,5717
2024-10-01,Singapore,Aquatic plants,7227
2024-11-01,Singapore,Aquatic plants,4016
2024-12-01,Singapore,Aquatic plants,6671
2020-01-01,Singapore,Beverages,1638158
2020-02-01,Singapore,Beverages,419852
2020-03-01,Singapore,Beverages,398421
2020-04-01,Singapore,Beverages,476958
2020-05-01,Singapore,Beverages,556907
2020-06-01,Singapore,Beverages,738545
2020-07-01,Singapore,Beverages,279447
2020-08-01,Singapore,Beverages,348444
2020-09-01,Singapore,Beverages,500782
2020-10-01,Singapore,Beverages,369006
2020-11-01,Singapore,Beverages,291876
2020-12-01,Singapore,Beverages,175571
2021-01-01,Singapore,Beverages,106227
2021-02-01,Singapore,Beverages,230017
2021-03-01,Singapore,Beverages,199423
2021-04-01,Singapore,Beverages,155369.5
2021-05-01,Singapore,Beverages,111316
2021-06-01,Singapore,Beverages,163489
2021-07-01,Singapore,Beverages,364751
2021-08-01,Singapore,Beverages,525202
2021-09-01,Singapore,Beverages,44050
2021-10-01,Singapore,Beverages,291164
2021-11-01,Singapore,Beverages,151744
2021-12-01,Singapore,Beverages,449722
2022-01-01,Singapore,Beverages,2415
2022-02-01,Singapore,Beverages,344579
2022-03-01,Singapore,Beverages,5962
2022-04-01,Singapore,Beverages,146669
2022-05-01,Singapore,Beverages,211392
2022-06-01,Singapore,Beverages,224576
2022-07-01,Singapore,Beverages,165122
2022-08-01,Singapore,Beverages,1026
2022-09-01,Singapore,Beverages,228865
2022-10-01,Singapore,Beverages,16887
2022-11-01,Singapore,Beverages,17115
2022-12-01,Singapore,Beverages,13573
2023-01-01,Singapore,Beverages,2922
2023-02-01,Singapore,Beverages,11798
2023-03-01,Singapore,Beverages,344723
2023-04-01,Singapore,Beverages,181381
2023-05-01,Singapore,Beverages,18039
2023-06-01,Singapore,Beverages,1020
2023-07-01,Singapore,Beverages,284475
2023-08-01,Singapore,Beverages,167292
2023-09-01,Singapore,Beverages,394164
2023-10-01,Singapore,Beverages,176493
2023-11-01,Singapore,Beverages,206360
2023-12-01,Singapore,Beverages,116231
2024-01-01,Singapore,Beverages,147459
2024-02-01,Singapore,Beverages,356921
2024-03-01,Singapore,Beverages,321480
2024-04-01,Singapore,Beverages,239506
2024-05-01,Singapore,Beverages,135483
2024-06-01,Singapore,Beverages,155500
2024-07-01,Singapore,Beverages,98222
2024-08-01,Singapore,Beverages,1571621
2024-09-01,Singapore,Beverages,890153
2024-10-01,Singapore,Beverages,208685
2024-11-01,Singapore,Beverages,139946
2024-12-01,Singapore,Beverages,71207
2020-01-01,Singapore,Ceramics & Porcelain Products,2468
2020-02-01,Singapore,Ceramics & Porcelain Products,622
2020-03-01,Singapore,Ceramics & Porcelain Products,10
2020-04-01,Singapore,Ceramics & Porcelain Products,53.5
2020-05-01,Singapore,Ceramics & Porcelain Products,97
2020-06-01,Singapore,Ceramics & Porcelain Products,493
2020-07-01,Singapore,Ceramics & Porcelain Products,889
2020-08-01,Singapore,Ceramics & Porcelain Products,1301
2020-09-01,Singapore,Ceramics & Porcelain Products,3
2020-10-01,Singapore,Ceramics & Porcelain Products,2352
2020-11-01,Singapore,Ceramics & Porcelain Products,47
2020-12-01,Singapore,Ceramics & Porcelain Products,198
2021-01-01,Singapore,Ceramics & Porcelain Products,35
2021-02-01,Singapore,Ceramics & Porcelain Products,1053
2021-03-01,Singapore,Ceramics & Porcelain Products,3583
2021-04-01,Singapore,Ceramics & Porcelain Products,3061
2021-05-01,Singapore,Ceramics & Porcelain Products,2539
2021-06-01,Singapore,Ceramics & Porcelain Products,148
2021-07-01,Singapore,Ceramics & Porcelain Products,3690
2021-08-01,Singapore,Ceramics & Porcelain Products,3868
2021-09-01,Singapore,Ceramics & Porcelain Products,7183
2021-10-01,Singapore,Ceramics & Porcelain Products,10498
2021-11-01,Singapore,Ceramics & Porcelain Products,18899
2021-12-01,Singapore,Ceramics & Porcelain Products,10446
2022-01-01,Singapore,Ceramics & Porcelain Products,4550
2022-02-01,Singapore,Ceramics & Porcelain Products,2299
2022-03-01,Singapore,Ceramics & Porcelain Products,48
2022-04-01,Singapore,Ceramics & Porcelain Products,1166
2022-05-01,Singapore,Ceramics & Porcelain Products,3581
2022-06-01,Singapore,Ceramics & Porcelain Products,40679
2022-07-01,Singapore,Ceramics & Porcelain Products,247
2022-08-01,Singapore,Ceramics & Porcelain Products,20722
2022-09-01,Singapore,Ceramics & Porcelain Products,245
2022-10-01,Singapore,Ceramics & Porcelain Products,21838
2022-11-01,Singapore,Ceramics & Porcelain Products,1511
2022-12-01,Singapore,Ceramics & Porcelain Products,3016
2023-01-01,Singapore,Ceramics & Porcelain Products,1666
2023-02-01,Singapore,Ceramics & Porcelain Products,316
2023-03-01,Singapore,Ceramics & Porcelain Products,5066
2023-04-01,Singapore,Ceramics & Porcelain Products,9816
2023-05-01,Singapore,Ceramics & Porcelain Products,4542
2023-06-01,Singapore,Ceramics & Porcelain Products,1175
2023-07-01,Singapore,Ceramics & Porcelain Products,340
2023-08-01,Singapore,Ceramics & Porcelain Products,2862
2023-09-01,Singapore,Ceramics & Porcelain Products,4261
2023-10-01,Singapore,Ceramics & Porcelain Products,3110
2023-11-01,Singapore,Ceramics & Porcelain Products,1748
2023-12-01,Singapore,Ceramics & Porcelain Products,7363
2024-01-01,Singapore,Ceramics & Porcelain Products,2894
2024-02-01,Singapore,Ceramics & Porcelain Products,2431
2024-03-01,Singapore,Ceramics & Porcelain Products,1227
2024-04-01,Singapore,Ceramics & Porcelain Products,23
2024-05-01,Singapore,Ceramics & Porcelain Products,8334
2024-06-01,Singapore,Ceramics & Porcelain Products,6806
2024-07-01,Singapore,Ceramics & Porcelain Products,10368
2024-08-01,Singapore,Ceramics & Porcelain Products,362
2024-09-01,Singapore,Ceramics & Porcelain Products,12554
2024-10-01,Singapore,Ceramics & Porcelain Products,108
2024-11-01,Singapore,Ceramics & Porcelain Products,7038
2024-12-01,Singapore,Ceramics & Porcelain Products,295877.5
2020-01-01,Singapore,Chemical Products,584717
2020-02-01,Singapore,Chemical Products,286251
